amount,retry_count,failure_count,transaction_frequency_10min,hour_of_day,previous_success_rate,velocity_score,device_trust_score,risk_score,failed,failure_category
75140.0,6,6,8,4,0.348,7.17,0.23,100.0,1,DUPLICATE_TRANSACTION
467.95,1,2,1,21,0.951,0.53,0.92,34.9,1,TIMEOUT
2372.0,0,0,1,10,0.91,0.42,0.92,19.8,0,SUCCESS
942.93,0,1,1,14,0.96,1.03,0.98,16.4,0,SUCCESS
923.4,0,0,1,20,0.89,1.11,0.92,7.8,0,SUCCESS
549.1,0,0,1,13,0.994,0.65,0.97,17.8,0,SUCCESS
1402.99,0,0,1,9,0.926,0.69,0.95,24.0,0,SUCCESS
1150.5,0,0,1,14,0.941,0.83,0.86,10.1,0,SUCCESS
588.02,0,1,1,17,0.952,1.11,0.89,14.4,0,SUCCESS
767.42,0,0,1,18,0.938,0.4,0.94,10.6,0,SUCCESS
516.46,1,1,2,8,0.801,0.72,0.81,17.2,1,NETWORK_FAILURE
545.55,0,1,1,22,0.906,0.6,0.86,10.6,0,SUCCESS
2084.84,0,0,1,22,0.954,0.31,0.9,15.1,0,SUCCESS
2536.89,0,0,1,18,0.961,0.24,0.92,23.6,0,SUCCESS
601.42,3,1,1,20,0.869,1.16,0.9,44.1,1,BANK_FAILURE
1582.55,0,0,1,19,0.886,0.46,0.86,17.1,0,SUCCESS
1441.29,0,0,1,7,0.96,1.0,0.95,6.8,0,SUCCESS
1137.56,0,0,2,13,0.97,0.27,0.86,12.1,0,SUCCESS
3460.11,1,0,1,14,0.958,1.09,0.94,15.0,0,SUCCESS
368.12,1,1,1,19,0.833,1.14,0.95,25.6,1,TIMEOUT
2168.43,0,0,1,13,0.978,0.89,0.93,14.0,0,SUCCESS
95912.0,4,8,9,1,0.126,6.07,0.3,96.3,1,AUTHENTICATION_FAILURE
637.04,1,0,1,16,0.932,0.87,0.89,11.1,0,SUCCESS
1915.99,0,0,2,17,0.976,1.02,0.98,23.3,0,SUCCESS
1113.93,2,1,2,17,0.87,0.53,0.88,25.5,1,TIMEOUT
909.14,0,0,1,10,0.957,0.24,0.96,23.9,0,SUCCESS
547.2,0,0,2,15,0.957,0.84,0.9,6.4,0,SUCCESS
681.4,0,0,1,22,0.892,1.05,0.93,21.8,0,SUCCESS
1090.63,0,0,1,11,0.934,0.89,0.87,14.7,0,SUCCESS
149.26,1,1,1,20,0.873,0.54,0.81,22.8,1,TIMEOUT
258.26,0,0,1,11,0.971,0.66,0.89,23.0,0,SUCCESS
321.22,2,2,1,10,0.969,1.1,0.97,34.7,1,TIMEOUT
457.3,0,0,1,20,0.898,0.23,1.0,20.5,0,SUCCESS
4749.99,0,0,2,14,0.946,0.74,0.96,21.7,0,SUCCESS
745.73,1,0,1,15,0.979,0.91,0.88,15.1,0,SUCCESS
1406.56,0,0,1,17,0.98,0.74,0.87,16.7,0,SUCCESS
20547.09,1,3,2,19,0.752,1.74,0.91,31.0,1,BANK_FAILURE
522.12,0,0,2,10,0.968,0.35,0.98,32.8,1,INSUFFICIENT_FUNDS
2898.45,0,1,2,7,0.967,0.73,0.98,7.6,0,SUCCESS
1924.69,0,0,1,10,0.975,0.48,0.98,23.9,0,SUCCESS
242.32,0,0,1,21,0.891,0.95,0.92,11.0,0,SUCCESS
860.36,1,0,2,16,0.904,0.96,0.91,15.2,0,SUCCESS
45598.0,4,4,7,23,0.393,5.74,0.3,100.0,1,DUPLICATE_TRANSACTION
1071.65,0,0,1,18,0.937,1.2,0.86,5.1,0,SUCCESS
1275.64,0,0,1,6,0.987,0.26,0.98,14.0,0,SUCCESS
1384.62,2,1,1,14,0.804,0.98,0.94,29.5,1,TIMEOUT
1464.26,1,0,1,15,0.956,0.84,0.97,11.7,0,SUCCESS
1633.84,0,0,2,20,0.999,0.4,1.0,6.8,0,SUCCESS
51.78,1,0,1,8,0.969,1.03,0.96,7.9,0,SUCCESS
1729.12,0,0,1,10,0.979,1.01,0.98,19.0,0,SUCCESS
297.48,1,1,2,21,0.853,1.19,0.8,21.1,1,NETWORK_FAILURE
1004.89,0,0,1,19,0.977,1.15,0.86,24.1,0,SUCCESS
936.22,0,0,1,21,0.962,0.31,0.98,9.8,0,SUCCESS
829.7,0,0,1,7,0.889,0.6,0.89,9.6,0,SUCCESS
444.88,0,0,1,13,0.915,0.35,0.89,5.4,0,SUCCESS
1099.34,1,0,1,12,0.907,0.84,1.0,17.1,0,SUCCESS
580.45,0,0,1,22,0.966,1.07,0.92,21.4,0,SUCCESS
1019.69,0,0,1,19,0.936,0.43,0.9,10.8,0,SUCCESS
1043.18,0,0,1,9,0.897,0.98,0.89,14.9,0,SUCCESS
450.35,0,0,1,7,0.967,0.47,0.91,7.1,0,SUCCESS
300.44,0,0,1,11,0.987,0.78,0.92,11.8,0,SUCCESS
150988.0,7,7,15,1,0.176,4.99,0.3,96.1,1,AUTHENTICATION_FAILURE
1915.69,0,0,1,20,0.993,0.62,0.91,23.7,0,SUCCESS
1398.23,0,0,1,22,0.962,0.69,0.91,17.7,0,SUCCESS
1509.3,0,0,1,15,0.897,0.45,0.98,8.7,0,SUCCESS
150975.0,5,4,8,1,0.154,4.08,0.28,97.4,1,AUTHENTICATION_FAILURE
108.26,0,0,1,10,0.94,0.59,0.98,14.5,0,SUCCESS
190.16,0,0,1,19,0.972,0.2,0.98,8.7,0,SUCCESS
1012.74,0,0,2,9,0.982,0.41,0.95,14.4,0,SUCCESS
150199.0,7,8,17,2,0.188,8.62,0.09,100.0,1,AUTHENTICATION_FAILURE
4456.22,0,0,1,17,0.927,0.91,0.88,22.8,0,SUCCESS
455.62,0,0,2,8,0.96,1.02,0.97,15.9,0,SUCCESS
175.26,1,0,1,15,0.882,0.58,0.9,5.4,0,SUCCESS
208.37,0,0,1,15,0.884,0.94,0.9,23.1,0,SUCCESS
421.2,0,0,2,16,0.985,0.24,0.91,20.2,0,SUCCESS
95255.0,3,7,14,4,0.094,3.59,0.28,97.8,1,DUPLICATE_TRANSACTION
329.52,2,1,2,12,0.865,1.24,0.84,27.8,1,TIMEOUT
1063.58,0,0,1,21,0.916,0.85,1.0,21.9,0,SUCCESS
77.65,0,0,1,16,0.98,0.81,0.89,9.1,0,SUCCESS
247.31,1,0,1,13,0.888,0.43,0.89,14.7,0,SUCCESS
1700.35,0,0,1,17,0.887,1.16,0.99,34.1,1,INSUFFICIENT_FUNDS
5746.17,1,0,1,16,0.996,0.28,0.9,9.5,0,SUCCESS
491.31,2,1,2,16,0.948,1.08,0.83,31.2,1,TIMEOUT
1261.57,0,1,1,20,0.9,0.84,0.97,23.9,0,SUCCESS
542.79,0,0,1,20,0.887,0.89,0.95,23.6,0,SUCCESS
874.34,0,0,1,14,0.934,0.33,0.99,15.6,0,SUCCESS
381.32,0,0,1,19,0.889,0.47,0.97,14.2,0,SUCCESS
998.12,0,0,1,18,0.935,0.76,0.98,14.6,0,SUCCESS
2784.52,0,0,2,17,0.981,1.18,0.97,22.1,0,SUCCESS
381.45,0,0,2,11,0.893,0.84,0.92,13.1,0,SUCCESS
95189.0,3,7,15,23,0.203,6.76,0.07,100.0,1,AUTHENTICATION_FAILURE
4816.26,0,0,1,9,0.98,0.93,0.9,19.0,0,SUCCESS
95344.0,4,5,11,23,0.349,7.75,0.14,100.0,1,AUTHENTICATION_FAILURE
784.51,0,0,1,22,0.9,0.77,0.97,15.0,0,SUCCESS
63.61,0,0,1,15,0.974,0.58,0.93,21.1,0,SUCCESS
105.58,0,0,1,15,0.919,1.05,0.96,6.9,0,SUCCESS
1106.72,1,1,1,19,0.926,0.62,0.86,23.0,1,TIMEOUT
3072.86,0,0,2,6,0.885,0.96,0.91,12.8,0,SUCCESS
1733.2,0,0,2,8,0.887,0.64,0.89,17.4,0,SUCCESS
5911.22,0,0,1,9,0.982,1.1,0.98,24.5,0,SUCCESS
82.49,1,1,1,16,0.97,0.43,0.99,8.0,0,SUCCESS
1414.63,0,1,1,14,0.994,0.78,0.92,16.6,0,SUCCESS
921.54,0,0,1,18,0.922,1.09,0.99,22.9,0,SUCCESS
1077.8,2,1,2,11,0.895,0.7,0.92,18.7,1,NETWORK_FAILURE
532.38,0,1,2,12,0.884,0.84,0.9,10.9,0,SUCCESS
3907.94,1,1,1,15,0.957,0.55,0.95,30.5,1,TIMEOUT
881.63,2,1,2,16,0.888,0.55,0.86,33.6,1,NETWORK_FAILURE
645.75,1,0,1,14,0.88,0.62,0.93,6.1,0,SUCCESS
4386.78,0,0,2,12,0.904,0.21,0.92,22.7,0,SUCCESS
194.93,2,2,2,13,0.939,1.14,0.88,30.2,1,TIMEOUT
1177.8,0,1,1,10,0.966,1.02,0.88,12.4,0,SUCCESS
2835.61,0,0,1,9,0.998,0.95,0.91,16.8,0,SUCCESS
1347.16,0,1,2,15,0.965,0.37,0.97,16.7,0,SUCCESS
5573.13,2,2,1,8,0.914,0.8,0.94,30.2,1,TIMEOUT
178.79,0,1,1,6,0.965,0.37,1.0,14.0,0,SUCCESS
256.83,1,0,1,20,0.966,0.66,0.99,18.9,0,SUCCESS
1615.68,0,0,1,22,0.884,0.25,0.87,9.3,0,SUCCESS
150407.0,7,6,5,1,0.304,6.59,0.33,100.0,1,DUPLICATE_TRANSACTION
623.65,0,0,1,20,0.941,0.59,0.99,5.3,0,SUCCESS
1877.86,0,0,1,8,0.881,0.9,1.0,13.8,0,SUCCESS
370.41,0,0,1,11,0.946,1.17,0.86,15.1,0,SUCCESS
1569.95,0,0,2,11,0.894,1.16,0.96,24.0,0,SUCCESS
561.82,1,2,1,11,0.929,1.13,0.86,31.3,1,TIMEOUT
884.42,0,0,1,13,0.91,0.82,0.94,21.7,0,SUCCESS
95278.0,4,7,12,4,0.115,3.61,0.17,93.4,1,AUTHENTICATION_FAILURE
685.53,0,0,1,11,0.92,0.93,0.91,6.4,0,SUCCESS
2855.46,2,2,2,16,0.93,0.83,0.81,22.5,1,NETWORK_FAILURE
3517.54,0,0,1,18,0.974,0.93,0.87,20.6,0,SUCCESS
1895.04,0,0,1,15,0.99,0.21,0.92,24.5,0,SUCCESS
75617.0,4,8,16,1,0.308,7.38,0.18,100.0,1,AUTHENTICATION_FAILURE
657.22,0,0,2,8,0.905,0.68,0.89,10.7,0,SUCCESS
1332.18,0,0,1,16,0.951,0.37,0.99,6.4,0,SUCCESS
724.33,1,0,1,17,0.935,0.29,0.93,17.8,0,SUCCESS
1509.03,1,1,2,11,0.91,0.88,0.96,17.2,0,SUCCESS
499.34,1,0,2,9,0.91,0.2,0.88,7.3,0,SUCCESS
1172.11,1,1,1,13,0.978,0.51,0.95,27.5,1,TIMEOUT
610.23,0,0,1,18,0.929,0.22,0.94,10.1,0,SUCCESS
766.96,0,0,1,6,0.906,0.93,0.94,19.8,0,SUCCESS
533.97,2,1,2,9,0.941,0.83,0.98,16.7,1,TIMEOUT
2024.26,0,0,1,20,0.911,0.63,0.96,5.2,0,SUCCESS
1117.32,0,0,2,22,0.946,0.87,0.96,9.1,0,SUCCESS
1322.56,1,0,2,20,0.969,0.21,0.89,9.3,0,SUCCESS
427.98,0,0,1,21,0.989,0.55,0.91,23.9,1,INSUFFICIENT_FUNDS
1139.87,0,0,1,21,0.89,1.15,0.98,21.1,0,SUCCESS
2126.82,1,0,1,18,0.974,0.6,0.93,10.1,0,SUCCESS
5322.85,1,0,1,13,0.888,0.57,0.99,16.7,0,SUCCESS
976.49,0,1,1,22,0.984,1.12,0.98,5.7,0,SUCCESS
1906.86,0,0,1,7,0.956,0.45,0.96,13.6,0,SUCCESS
750.25,0,0,2,16,0.992,0.26,0.97,10.8,0,SUCCESS
753.21,0,0,2,18,0.916,0.7,0.86,14.8,0,SUCCESS
3191.57,0,0,1,20,0.914,0.91,0.85,13.2,0,SUCCESS
75137.0,7,8,9,1,0.115,7.15,0.31,100.0,1,DUPLICATE_TRANSACTION
150694.0,5,7,9,1,0.158,4.87,0.2,99.5,1,AUTHENTICATION_FAILURE
578.72,0,0,1,18,0.917,1.11,0.99,11.5,0,SUCCESS
574.14,0,0,1,15,0.913,0.43,0.9,23.1,0,SUCCESS
145.98,0,0,1,18,0.94,0.39,0.98,32.2,1,INSUFFICIENT_FUNDS
2232.51,0,0,1,21,0.97,0.64,0.94,8.2,0,SUCCESS
1392.72,0,0,1,18,0.967,0.58,0.92,13.6,0,SUCCESS
1668.38,0,0,1,7,0.944,0.99,0.89,15.8,0,SUCCESS
557.17,0,0,1,16,0.968,1.08,0.87,17.7,0,SUCCESS
1096.14,0,0,2,7,0.942,0.81,0.89,6.2,0,SUCCESS
644.19,0,0,1,20,0.97,0.77,1.0,13.3,0,SUCCESS
1731.25,0,0,1,6,0.945,0.9,0.96,8.4,0,SUCCESS
881.05,0,0,1,18,0.984,0.83,0.93,7.3,0,SUCCESS
45344.0,7,8,11,2,0.229,4.13,0.28,97.9,1,DUPLICATE_TRANSACTION
2767.94,1,1,1,8,0.916,1.36,0.93,23.2,1,NETWORK_FAILURE
2650.87,0,1,1,16,0.963,0.45,0.85,19.5,0,SUCCESS
969.56,0,0,1,6,0.936,1.07,0.88,7.5,0,SUCCESS
452.42,0,0,1,12,0.934,0.38,0.98,22.7,0,SUCCESS
802.53,1,0,1,19,0.927,1.0,0.99,9.1,0,SUCCESS
323.3,2,2,3,17,0.886,1.82,0.85,44.6,1,GATEWAY_FAILURE
767.45,0,0,1,18,0.976,0.63,1.0,16.2,0,SUCCESS
513.85,0,0,1,8,0.922,0.57,0.86,12.4,0,SUCCESS
797.88,1,0,2,16,0.959,0.91,0.85,9.4,0,SUCCESS
1349.53,0,0,1,22,0.925,0.83,0.86,7.1,0,SUCCESS
108.86,0,0,1,9,0.972,0.78,0.97,20.0,0,SUCCESS
3023.21,2,2,1,10,0.928,1.12,0.95,18.4,1,NETWORK_FAILURE
489.39,2,2,1,17,0.973,1.26,0.92,28.1,1,NETWORK_FAILURE
2688.25,0,0,1,10,0.945,0.96,0.9,13.3,0,SUCCESS
1546.0,0,0,1,21,0.904,0.51,0.89,9.3,0,SUCCESS
1094.63,2,2,2,18,0.836,0.58,0.94,22.7,1,TIMEOUT
2119.03,0,0,1,22,0.913,0.89,0.89,23.8,0,SUCCESS
2679.08,1,2,1,20,0.816,1.13,0.88,41.5,1,BANK_FAILURE
216.4,1,1,1,11,0.888,1.48,0.96,30.5,1,NETWORK_FAILURE
1702.22,0,0,1,6,0.932,0.23,0.89,5.7,0,SUCCESS
2585.2,1,0,1,8,0.979,0.83,0.98,20.7,0,SUCCESS
1550.85,2,3,3,15,0.949,1.79,0.94,30.0,1,GATEWAY_FAILURE
1646.42,2,2,2,18,0.99,0.83,0.95,31.1,1,NETWORK_FAILURE
75550.0,7,6,7,23,0.161,8.79,0.32,100.0,1,AUTHENTICATION_FAILURE
674.07,1,0,2,21,0.917,0.22,0.85,23.3,0,SUCCESS
1518.66,0,0,1,9,0.885,1.04,0.94,16.3,0,SUCCESS
1224.76,0,1,1,15,0.927,0.27,0.95,19.7,0,SUCCESS
1401.88,0,0,1,16,0.949,0.77,0.98,12.6,0,SUCCESS
606.28,0,1,1,10,0.956,0.67,0.92,14.9,0,SUCCESS
75212.0,4,7,10,1,0.226,8.72,0.3,100.0,1,DUPLICATE_TRANSACTION
2439.96,0,1,1,16,0.9,0.7,0.95,18.9,0,SUCCESS
1981.69,2,2,1,8,0.921,1.1,0.84,29.1,1,NETWORK_FAILURE
777.74,0,0,1,20,0.934,1.15,0.86,32.3,1,INSUFFICIENT_FUNDS
45474.0,5,6,19,4,0.209,7.27,0.32,100.0,1,DUPLICATE_TRANSACTION
5623.3,1,1,2,12,0.958,1.14,0.82,29.8,1,TIMEOUT
278.49,1,2,2,15,0.813,0.73,0.98,27.3,1,TIMEOUT
388.29,0,0,1,19,0.959,0.41,0.98,22.7,0,SUCCESS
311.76,0,0,1,14,1.0,0.23,0.98,17.5,0,SUCCESS
95924.0,7,9,18,4,0.172,5.89,0.17,100.0,1,DUPLICATE_TRANSACTION
2718.56,0,1,1,19,0.926,0.27,0.88,9.6,0,SUCCESS
808.83,0,0,1,11,0.993,0.27,0.92,15.6,0,SUCCESS
5113.2,0,0,2,13,0.894,0.21,0.87,9.1,0,SUCCESS
1891.48,1,2,2,19,0.957,0.87,0.87,21.0,1,TIMEOUT
4493.71,0,0,1,9,0.898,0.54,0.98,8.1,0,SUCCESS
152.63,0,0,1,7,0.98,0.91,0.94,8.1,0,SUCCESS
830.25,0,0,2,15,0.941,0.34,0.94,10.5,0,SUCCESS
1303.39,1,1,1,22,0.858,1.32,0.81,23.4,1,NETWORK_FAILURE
784.94,1,0,1,18,0.922,0.75,1.0,18.3,0,SUCCESS
315.64,1,0,1,20,0.945,1.04,1.0,36.0,1,INSUFFICIENT_FUNDS
606.24,1,1,1,18,0.969,0.69,0.92,21.8,0,SUCCESS
587.18,0,0,2,8,0.976,0.32,0.95,13.3,0,SUCCESS
914.49,0,0,1,13,0.904,1.15,0.88,16.4,0,SUCCESS
1088.04,0,0,1,19,0.957,0.43,0.93,12.4,0,SUCCESS
1349.47,0,0,1,11,0.896,1.05,0.87,22.1,0,SUCCESS
858.81,0,0,1,7,0.988,0.8,0.94,16.2,0,SUCCESS
605.67,0,0,2,11,0.925,1.0,0.91,6.7,0,SUCCESS
1563.66,1,1,1,12,0.833,1.17,0.84,19.4,1,NETWORK_FAILURE
2535.45,1,0,1,12,0.951,0.95,0.94,17.0,0,SUCCESS
115.0,0,1,1,18,0.908,0.47,0.93,9.0,0,SUCCESS
466.68,0,0,1,13,0.99,0.24,0.89,9.2,0,SUCCESS
375.4,0,0,1,18,0.936,0.67,0.96,8.1,0,SUCCESS
850.6,0,0,1,22,0.964,1.14,0.91,19.2,0,SUCCESS
823.8,0,0,1,16,0.884,0.4,0.9,15.2,0,SUCCESS
1194.82,0,0,1,14,0.936,0.97,0.87,17.5,0,SUCCESS
440.66,0,0,1,14,0.981,0.36,0.85,14.0,0,SUCCESS
374.35,0,0,1,20,0.936,0.97,0.99,8.8,0,SUCCESS
3115.92,0,0,1,17,0.926,1.0,0.91,20.0,0,SUCCESS
209.9,1,0,1,22,0.905,0.76,0.98,21.7,0,SUCCESS
3195.61,1,0,1,11,0.882,1.03,0.93,20.5,0,SUCCESS
369.55,0,1,2,16,0.915,0.53,0.89,5.8,0,SUCCESS
1923.5,1,1,2,10,0.837,0.8,0.92,27.0,1,NETWORK_FAILURE
896.07,0,1,1,22,0.914,1.16,0.85,19.3,0,SUCCESS
45327.0,6,9,7,2,0.147,4.28,0.14,100.0,1,DUPLICATE_TRANSACTION
160.84,0,1,1,21,0.98,1.14,0.88,12.5,0,SUCCESS
3216.86,0,0,1,17,0.9,0.44,0.96,10.5,0,SUCCESS
550.21,0,0,1,18,0.934,0.7,0.89,14.4,0,SUCCESS
2861.13,2,2,3,11,0.774,0.94,0.96,40.7,1,BANK_FAILURE
793.75,0,0,1,14,0.96,0.61,0.91,22.7,0,SUCCESS
2760.0,0,0,1,9,0.918,0.89,0.89,8.8,0,SUCCESS
293.94,0,0,1,22,0.979,0.37,0.92,7.3,0,SUCCESS
1424.42,1,0,1,19,0.952,0.63,0.87,7.3,0,SUCCESS
998.43,0,0,1,22,0.885,0.42,0.85,16.6,0,SUCCESS
183.26,1,0,1,8,0.948,0.86,0.98,13.0,0,SUCCESS
523.85,0,0,1,22,0.89,0.45,0.97,7.0,0,SUCCESS
143.41,1,0,1,10,0.894,1.18,0.88,6.3,0,SUCCESS
150613.0,3,7,7,3,0.236,4.07,0.1,99.4,1,AUTHENTICATION_FAILURE
470.78,0,0,2,14,0.884,0.98,0.89,7.9,0,SUCCESS
196.55,0,0,1,17,0.943,0.42,1.0,16.5,0,SUCCESS
520.92,2,2,2,13,0.886,0.89,0.95,40.9,1,BANK_FAILURE
255.8,0,0,2,22,0.919,0.41,0.86,14.3,0,SUCCESS
838.64,0,0,2,11,0.948,0.38,0.87,16.5,0,SUCCESS
1770.99,1,0,1,18,0.935,0.5,0.99,7.4,0,SUCCESS
6935.78,1,3,1,10,0.708,1.37,0.81,28.2,1,BANK_FAILURE
1330.97,0,1,1,9,0.947,0.91,0.86,13.4,0,SUCCESS
197.44,0,0,1,16,0.885,0.89,0.95,9.6,0,SUCCESS
1421.41,0,0,1,21,0.886,0.52,0.92,23.0,0,SUCCESS
3981.49,1,0,2,8,0.923,0.61,0.95,18.2,0,SUCCESS
136.22,0,0,1,20,0.915,0.76,0.85,23.1,0,SUCCESS
252.93,0,0,1,18,0.965,0.3,0.9,37.4,1,INSUFFICIENT_FUNDS
414.13,0,0,1,12,0.906,1.09,0.99,23.3,0,SUCCESS
1259.79,0,0,1,21,0.928,0.95,0.93,18.5,0,SUCCESS
720.3,1,0,1,7,0.979,0.35,0.97,15.8,0,SUCCESS
2283.61,0,0,1,19,0.893,0.97,0.93,13.7,0,SUCCESS
615.64,2,2,1,12,0.971,0.72,0.98,26.2,1,TIMEOUT
2164.72,0,0,1,16,0.997,1.17,0.91,19.6,0,SUCCESS
45515.0,5,9,5,4,0.184,6.91,0.19,100.0,1,AUTHENTICATION_FAILURE
15254.6,3,2,1,10,0.73,1.93,0.75,37.5,1,BANK_FAILURE
351.28,0,0,1,20,0.94,1.12,0.97,7.6,0,SUCCESS
1599.08,1,1,2,21,0.938,1.19,0.87,31.1,1,TIMEOUT
113.58,0,0,1,8,0.952,0.36,0.89,5.5,0,SUCCESS
2210.79,0,0,1,18,0.917,0.46,0.89,10.6,0,SUCCESS
164.86,2,2,1,18,0.88,0.51,0.97,29.6,1,TIMEOUT
3568.44,0,0,1,17,0.918,0.45,0.95,12.3,0,SUCCESS
150857.0,4,5,15,3,0.298,4.99,0.32,96.4,1,AUTHENTICATION_FAILURE
1006.86,0,0,1,13,0.891,0.61,0.87,9.4,0,SUCCESS
786.73,2,1,2,12,0.817,0.69,0.81,27.5,1,TIMEOUT
455.48,0,0,1,21,0.92,0.86,0.98,20.2,0,SUCCESS
1609.27,0,0,2,20,0.927,0.73,0.87,16.4,0,SUCCESS
2013.37,0,0,1,11,0.922,0.61,0.87,8.4,0,SUCCESS
75967.0,7,6,11,2,0.118,7.03,0.13,100.0,1,AUTHENTICATION_FAILURE
2761.47,0,0,1,9,0.895,0.31,0.95,22.5,0,SUCCESS
1924.76,0,0,1,14,0.945,0.31,0.86,18.1,0,SUCCESS
968.25,0,0,1,9,0.912,0.28,1.0,8.1,0,SUCCESS
5399.27,0,0,1,15,0.975,0.86,0.94,22.3,0,SUCCESS
459.04,0,0,2,7,0.932,0.65,0.94,18.3,0,SUCCESS
882.48,0,0,1,21,0.904,1.13,0.95,21.5,0,SUCCESS
95440.0,6,5,19,2,0.139,6.09,0.2,99.2,1,DUPLICATE_TRANSACTION
1315.98,1,0,1,15,0.975,0.8,0.93,6.2,0,SUCCESS
456.33,0,0,1,16,0.996,0.34,0.87,22.8,0,SUCCESS
5285.02,1,2,2,19,0.8,0.88,0.83,15.4,1,TIMEOUT
75543.0,4,4,17,1,0.278,4.88,0.25,95.6,1,DUPLICATE_TRANSACTION
205.14,0,0,1,16,0.894,1.2,0.88,16.9,0,SUCCESS
684.96,0,1,1,14,0.936,0.21,0.86,10.2,0,SUCCESS
82.9,0,0,1,7,0.931,0.75,0.88,10.9,0,SUCCESS
1357.15,1,0,2,19,0.928,1.01,0.94,8.3,0,SUCCESS
78.99,0,0,2,15,0.946,1.04,0.87,21.0,0,SUCCESS
3677.11,2,2,2,11,0.988,1.23,0.96,34.9,1,TIMEOUT
150828.0,3,8,8,4,0.381,5.13,0.05,99.8,1,DUPLICATE_TRANSACTION
343.91,0,0,2,9,0.919,0.33,0.92,5.8,0,SUCCESS
1433.8,0,1,1,22,0.96,0.76,0.9,7.7,0,SUCCESS
168.01,0,1,1,14,0.935,0.7,0.9,22.9,0,SUCCESS
1291.44,0,0,1,19,0.894,0.2,0.96,12.1,0,SUCCESS
401.41,0,0,1,13,0.987,1.02,0.98,16.1,0,SUCCESS
95508.0,4,8,9,4,0.129,5.64,0.19,97.6,1,AUTHENTICATION_FAILURE
150.41,0,1,2,12,0.998,0.64,0.93,22.5,0,SUCCESS
9853.39,2,1,1,22,0.862,0.81,0.88,28.5,1,NETWORK_FAILURE
1424.57,0,0,1,21,0.896,0.83,0.87,30.4,1,INSUFFICIENT_FUNDS
1467.74,0,0,1,18,0.911,1.0,0.91,24.9,0,SUCCESS
165.47,0,0,1,16,0.902,0.23,0.89,13.9,0,SUCCESS
1201.0,0,0,1,16,0.904,0.33,0.99,7.2,0,SUCCESS
830.23,0,0,1,16,0.913,0.97,0.95,21.6,0,SUCCESS
4498.58,0,0,1,20,0.945,0.43,0.95,21.4,0,SUCCESS
99.96,0,0,1,16,0.913,0.6,0.94,18.1,0,SUCCESS
249.57,0,0,1,8,0.977,0.78,0.96,12.3,0,SUCCESS
1278.2,0,1,1,9,0.903,0.9,0.93,12.2,0,SUCCESS
2956.52,0,0,1,19,0.968,1.12,1.0,21.7,0,SUCCESS
482.19,0,0,2,9,0.928,0.96,0.92,13.2,0,SUCCESS
3324.07,0,0,1,18,0.894,0.78,1.0,12.6,0,SUCCESS
214.28,1,1,2,21,0.831,1.16,1.0,24.0,1,TIMEOUT
574.7,0,0,1,18,0.894,1.08,0.91,12.7,0,SUCCESS
1342.48,1,0,1,11,0.935,0.61,0.96,7.7,0,SUCCESS
313.24,0,0,1,15,0.937,0.8,0.94,13.0,0,SUCCESS
150772.0,3,7,9,4,0.107,7.54,0.11,100.0,1,AUTHENTICATION_FAILURE
1545.8,2,2,1,20,0.91,0.85,0.96,25.8,1,TIMEOUT
148.12,0,0,1,19,0.898,0.37,0.98,16.2,0,SUCCESS
3770.54,1,2,1,8,0.899,0.82,0.89,25.0,1,NETWORK_FAILURE
317.93,1,0,1,16,0.975,1.12,0.9,11.1,0,SUCCESS
309.59,0,0,1,6,0.919,1.19,0.9,12.9,0,SUCCESS
1158.59,0,0,2,10,0.931,1.2,0.85,22.9,0,SUCCESS
242.81,0,0,2,17,0.994,0.22,1.0,6.7,0,SUCCESS
4360.23,1,3,2,13,0.81,1.57,0.81,26.1,1,GATEWAY_FAILURE
2437.36,3,2,2,13,0.926,1.8,0.76,33.8,1,BANK_FAILURE
706.02,1,2,1,16,0.839,1.79,0.88,40.7,1,BANK_FAILURE
1144.25,0,0,1,21,0.984,0.36,0.91,5.3,0,SUCCESS
829.88,1,0,1,18,0.978,1.02,0.97,10.7,0,SUCCESS
2227.55,1,0,1,12,0.925,0.83,0.85,7.9,0,SUCCESS
1676.12,0,0,1,20,0.952,0.59,0.98,24.0,0,SUCCESS
2629.5,0,0,1,13,0.981,0.35,0.93,6.2,0,SUCCESS
137.58,0,1,1,21,0.948,1.08,0.93,24.2,0,SUCCESS
108.9,0,0,1,20,0.973,1.02,0.99,15.5,0,SUCCESS
769.01,0,0,1,15,0.994,1.04,0.89,6.5,0,SUCCESS
272.43,0,0,1,22,0.976,0.96,0.95,8.3,0,SUCCESS
122.11,0,0,1,11,0.962,1.15,0.87,12.6,0,SUCCESS
1019.89,0,0,2,20,0.93,0.85,0.94,5.4,0,SUCCESS
5411.67,0,0,1,21,0.995,0.8,0.96,11.3,0,SUCCESS
1398.67,1,1,1,12,0.745,1.76,0.89,35.9,1,GATEWAY_FAILURE
822.43,0,0,1,17,0.889,0.48,0.9,20.6,0,SUCCESS
5922.76,0,0,1,19,0.995,0.93,0.92,17.6,0,SUCCESS
1664.03,0,0,2,17,0.968,0.62,0.94,21.7,0,SUCCESS
2005.58,0,0,1,22,0.995,1.09,0.95,14.2,0,SUCCESS
1400.53,0,0,1,21,0.956,0.97,1.0,5.2,0,SUCCESS
1620.97,0,0,1,13,0.895,0.61,0.9,11.1,0,SUCCESS
3431.49,3,3,2,19,0.787,1.09,0.88,29.0,1,BANK_FAILURE
